Machine_ID,Fail_possibility,Failure Type,failure_probability
L50629,33.3,No Failure,0.08
L50630,43.4,No Failure,0.03
L50631,43.9,No Failure,0.07
H32866,32.3,Random Failures,0.05
L50633,54.4,No Failure,0.39
L50634,21.8,No Failure,0.04
H32869,41.5,No Failure,0.07
H32870,38.6,No Failure,0.05
M18317,12,Power Failure,0.07
L50638,46.6,No Failure,0.04
L50639,54.2,No Failure,0.06
L50640,41.6,No Failure,0.04
H32875,49.5,No Failure,0.05
H32876,27.1,No Failure,0.07
L50643,25.5,No Failure,0.05
L50644,59.7,No Failure,0.03
M18325,45.7,No Failure,0.03
L50646,56.9,No Failure,0.04
L50647,44.2,No Failure,0.03
L50648,18.6,No Failure,0.07
M18329,47.9,No Failure,0.07
L50650,26.5,No Failure,0.04
L50651,49.3,No Failure,0.04
L50652,43.3,No Failure,0.03
M18333,33.4,No Failure,0.07
M18334,35.3,No Failure,0.04
L50655,33.4,No Failure,0.01
L50656,43.8,No Failure,0.02
L50657,41.7,No Failure,0.01
L50658,30.8,No Failure,0.04
M18339,31,No Failure,0.07
L50660,58.2,No Failure,0.04
L50661,31.5,No Failure,0
L50662,37.6,No Failure,0.04
H32897,42.7,No Failure,0.09
L50664,39,No Failure,0.03
L50665,47.7,No Failure,0
L50666,29.8,No Failure,0.06
M18347,38.8,No Failure,0.06
L50668,54.8,No Failure,0.06
L50669,36.7,No Failure,0.04
M18350,28.4,No Failure,0.02
H32905,34.3,No Failure,0.04
H32906,63.6,No Failure,0.07
M18353,35.4,No Failure,0.08
L50674,45.7,No Failure,0.07
M18355,47.4,No Failure,0.06
L50676,48,No Failure,0.04
L50677,33.1,No Failure,0.04
L50678,54.9,No Failure,0.05
L50679,43.8,No Failure,0
H32914,26,No Failure,0.04
H32915,63.6,No Failure,0.03
M18362,44.6,No Failure,0.07
L50683,47.6,No Failure,0.12
M18364,41.3,No Failure,0.02
L50685,26.7,No Failure,0.04
H32920,47.2,No Failure,0.06
M18367,34.4,No Failure,0.04
L50688,33,No Failure,0.04
L50689,27.2,No Failure,0.02
L50690,42.6,No Failure,0.07
L50691,53,No Failure,0.01
M18372,49.5,No Failure,0.06
M18373,52.5,No Failure,0
H32928,49.8,No Failure,0.05
M18375,40,No Failure,0.06
L50696,47.8,No Failure,0.04
L50697,35.2,No Failure,0.01
L50698,44.9,No Failure,0.09
M18379,32.5,No Failure,0.04
L50700,32.2,No Failure,0.04
L50701,38.9,No Failure,0.33
L50702,32.5,No Failure,0.13
L50703,39.3,No Failure,0.06
M18384,48.2,No Failure,0.02
L50705,31.7,No Failure,0.05
H32940,37.6,No Failure,0.11
M18387,38.9,No Failure,0.04
L50708,53.1,Overstrain Failure,0.08
L50709,39,Tool Wear Failure,0.04
M18390,43.7,No Failure,0.04
M18391,33.2,No Failure,0.07
L50712,40.3,No Failure,0
L50713,36.2,No Failure,0
M18394,26,No Failure,0.04
H32949,29.9,No Failure,0.07
L50716,34.2,No Failure,0.05
M18397,21.5,No Failure,0.02
L50718,36,No Failure,0.03
L50719,32.5,No Failure,0.05
L50720,31.4,No Failure,0.04
L50721,43.4,No Failure,0.07
L50722,24.7,No Failure,0.08
L50723,36.5,No Failure,0.02
M18404,37,No Failure,0
L50725,38.6,No Failure,0.02
M18406,51.9,No Failure,0.09
M18407,48.1,No Failure,0
L50728,34.5,No Failure,0.06
M18409,60.4,No Failure,0.02
M18410,41.5,No Failure,0.05
L50731,24.2,No Failure,0.04
M18412,52.3,No Failure,0.07
M18413,37.8,No Failure,0.09
L50734,43.2,No Failure,0.05
L50735,37.7,No Failure,0.06
L50736,31.5,No Failure,0.07
M18417,43.3,No Failure,0.09
L50738,26.2,No Failure,0.05
M18419,29.9,No Failure,0.04
L50740,32.4,No Failure,0.02
L50741,38.5,No Failure,0.06
L50742,43.8,No Failure,0.03
M18423,35.8,No Failure,0.01
M18424,42.2,No Failure,0.01
M18425,52,No Failure,0.07
L50746,62.3,No Failure,0.01
L50747,34.1,No Failure,0.07
L50748,54.7,No Failure,0.01
M18429,35.9,No Failure,0.02
H32984,46.3,No Failure,0.07
M18431,27.7,No Failure,0.04
L50752,50.7,No Failure,0.07
L50753,48.4,No Failure,0.07
L50754,46,No Failure,0.01
L50755,39.1,No Failure,0.07
L50756,41.7,No Failure,0.03
M18437,39,No Failure,0.07
M18438,35.9,No Failure,0.04
L50759,11.8,Power Failure,0.05
L50760,31.9,No Failure,0.07
M18441,40.2,No Failure,0.02
L50762,50.5,No Failure,0.06
L50763,29.3,No Failure,0.07
L50764,68.9,No Failure,0.01
L50765,25,No Failure,0.02
L50766,34.9,No Failure,0.04
H33001,38.6,No Failure,0.04
M18448,44.5,No Failure,0.04
L50769,13.7,No Failure,0.02
L50770,46.8,No Failure,0.01
M18451,41.4,No Failure,0
H33006,45.4,No Failure,0.07
M18453,44.9,No Failure,0.04
M18454,45.7,No Failure,0.04
L50775,41.1,No Failure,0.04
L50776,50,No Failure,0.06
M18457,33,No Failure,0.05
L50778,53.2,No Failure,0.07
H33013,50.5,No Failure,0
L50780,34.7,No Failure,0.07
L50781,43.1,No Failure,0.06
M18462,45.2,No Failure,0.07
L50783,40,No Failure,0.01
L50784,33.3,No Failure,0.01
L50785,31.9,No Failure,0.02
L50786,55,No Failure,0.05
L50787,33.8,No Failure,0.14
M18468,21.6,No Failure,0.07
M18469,32.5,No Failure,0
M18470,32.4,No Failure,0.04
L50791,46.4,Tool Wear Failure,0.02
L50792,37.8,No Failure,0
L50793,39.4,No Failure,0.04
L50794,33.3,No Failure,0.04
M18475,31.6,No Failure,0.06
M18476,42.2,No Failure,0.06
L50797,41.6,No Failure,0.06
L50798,46.3,No Failure,0.07
L50799,44.2,No Failure,0.03
H33034,41.8,No Failure,0.03
L50801,29.1,No Failure,0.04
L50802,39.9,No Failure,0.07
M18483,36.4,No Failure,0.02
M18484,35.9,No Failure,0.01
M18485,43.4,No Failure,0.06
M18486,53,No Failure,0.05
L50807,30.6,No Failure,0.04
L50808,32.1,No Failure,0.07
L50809,44.1,No Failure,0.04
L50810,27.3,No Failure,0.04
M18491,36.2,No Failure,0.05
L50812,30.6,No Failure,0.07
M18493,40.6,No Failure,0.06
L50814,37.7,No Failure,0.08
M18495,35.1,No Failure,0.02
L50816,46.5,No Failure,0
M18497,31.6,No Failure,0.05
M18498,44.8,No Failure,0.09
L50819,35,No Failure,0.02
H33054,39.1,No Failure,0.04
L50821,41.8,No Failure,0
L50822,57.6,No Failure,0.07
L50823,26.4,No Failure,0.01
L50824,32.4,No Failure,0.04
L50825,43.5,No Failure,0.04
M18506,25.7,No Failure,0.04
L50827,43.8,No Failure,0
M18508,47,No Failure,0
L50829,40.4,No Failure,0.05
L50830,39.7,No Failure,0.07
L50831,44.9,No Failure,0.07
M18512,50.8,No Failure,0.05
L50833,37.4,No Failure,0.04
L50834,35.9,No Failure,0.1
L50835,30.9,No Failure,0
M18516,53.6,No Failure,0.05
L50837,45.4,No Failure,0
M18518,44.5,No Failure,0.05
M18519,25,No Failure,0.04
L50840,49.1,No Failure,0.04
M18521,36.6,No Failure,0.02
M18522,37.6,No Failure,0.01
M18523,41.7,No Failure,0.04
M18524,30.8,No Failure,0.09
M18525,50.6,No Failure,0.04
M18526,39.9,No Failure,0.04
L50847,34.3,No Failure,0
L50848,38.7,No Failure,0.02
L50849,40.2,No Failure,0
L50850,27.5,No Failure,0.08
M18531,39.6,No Failure,0.01
L50852,32.3,No Failure,0
H33087,44.5,No Failure,0.05
L50854,52.4,No Failure,0.03
M18535,23.1,No Failure,0.04
M18536,38,No Failure,0.01
M18537,53.6,No Failure,0.02
L50858,33.1,No Failure,0.04
L50859,34,No Failure,0.02
L50860,31.2,No Failure,0.07
M18541,45.1,No Failure,0.05
L50862,34.8,No Failure,0.04
M18543,39.1,No Failure,0.07
L50864,65.3,Overstrain Failure,0.04
M18545,51.6,No Failure,0.02
L50866,50.5,No Failure,0.07
M18547,30.7,No Failure,0.1
L50868,45.8,No Failure,0.19
L50869,22.7,No Failure,0.48
L50870,43.6,No Failure,0.04
L50871,46.9,No Failure,0.05
L50872,24.4,No Failure,0.02
L50873,31.5,No Failure,0.04
M18554,45,No Failure,0
L50875,37.3,Tool Wear Failure,0
L50876,46.8,No Failure,0.04
L50877,23.1,No Failure,0.05
H33112,26.4,No Failure,0.07
L50879,33.2,No Failure,0.02
L50880,50.3,No Failure,0.14
L50881,48,No Failure,0.07
L50882,44.9,No Failure,0.04
M18563,49.5,No Failure,0.11
M18564,49.5,No Failure,0.08
M18565,27.7,No Failure,0.04
L50886,41.1,No Failure,0.01
M18567,38.4,No Failure,0.09
L50888,44.6,No Failure,0.02
L50889,26.9,No Failure,0
L50890,38.3,No Failure,0.05
L50891,38.5,No Failure,0.07
L50892,33.1,No Failure,0.06
L50893,35.6,No Failure,0.07
M18574,23.9,No Failure,0.04
M18575,45.2,No Failure,0.02
L50896,32.3,No Failure,0.01
H33131,44.1,No Failure,0.01
L50898,44.1,No Failure,0.03
L50899,39.9,No Failure,0
M18580,41.2,No Failure,0.04
M18581,43.6,No Failure,0.06
L50902,41.8,No Failure,0.04
L50903,24.4,No Failure,0.01
M18584,47.7,No Failure,0
H33139,37.5,No Failure,0.06
M18586,36.7,No Failure,0.04
L50907,24.3,No Failure,0.04
L50908,44.5,No Failure,0.09
M18589,61.5,No Failure,0.05
M18590,47.7,No Failure,0.03
M18591,43,No Failure,0.03
M18592,49.8,No Failure,0.11
L50913,39.6,No Failure,0.09
M18594,24,No Failure,0.01
M18595,58.6,No Failure,0.05
H33150,30.6,No Failure,0.01
L50917,48.6,No Failure,0.05
M18598,43.8,No Failure,0.02
M18599,29.6,No Failure,0.04
L50920,49.7,No Failure,0.04
L50921,38.2,No Failure,0
L50922,35,No Failure,0.07
L50923,24.6,No Failure,0
L50924,53.1,No Failure,0.07
L50925,25.8,No Failure,0.04
H33160,47.5,No Failure,0.08
L50927,38.8,No Failure,0.04
L50928,39,No Failure,0.01
L50929,33.9,No Failure,0
L50930,29.9,No Failure,0.07
L50931,42.2,No Failure,0.07
H33166,40.3,No Failure,0.03
L50933,46.8,No Failure,0.01
L50934,43.7,No Failure,0.07
L50935,51.5,No Failure,0.04
L50936,33.1,No Failure,0
M18617,33.7,No Failure,0.05
M18618,47.4,No Failure,0.07
L50939,47,No Failure,0.03
L50940,46.8,Heat Dissipation Failure,0.07
M18621,37.1,No Failure,0.04
M18622,37.7,No Failure,0.07
L50943,47.9,No Failure,0.05
L50944,54.6,No Failure,0.05
M18625,51.8,No Failure,0.07
L50946,53,No Failure,0.01
L50947,35.6,No Failure,0.07
L50948,34.2,No Failure,0.03
M18629,47,No Failure,0.07
L50950,31,No Failure,0.02
M18631,49.7,No Failure,0.02
L50952,44.8,No Failure,0.06
M18633,22.4,No Failure,0.07
M18634,45.7,No Failure,0.03
H33189,23.3,No Failure,0.07
L50956,36.8,No Failure,0.02
M18637,30.1,No Failure,0.03
M18638,54.4,No Failure,0.04
L50959,31.1,No Failure,0.04
L50960,42.9,No Failure,0
L50961,43.8,No Failure,0
L50962,23.8,No Failure,0
H33197,47.6,No Failure,0.02
L50964,29.7,No Failure,0.12
L50965,36.7,No Failure,0.04
L50966,36.6,No Failure,0.01
L50967,47.3,Heat Dissipation Failure,0.14
L50968,48.1,No Failure,0.02
L50969,32.4,No Failure,0.09
L50970,48.9,No Failure,0.07
L50971,43.1,No Failure,0.03
L50972,35,No Failure,0.07
L50973,49.3,Heat Dissipation Failure,0.05
M18654,48.3,No Failure,0.01
M18655,41.3,No Failure,0.04
M18656,37.5,No Failure,0.08
L50977,36.8,No Failure,0.01
L50978,25.7,No Failure,0.05
L50979,34,No Failure,0.03
M18660,23.1,No Failure,0.03
M18661,27.6,No Failure,0.08
M18662,44.2,No Failure,0.05
L50983,37.5,No Failure,0.05
L50984,33.4,No Failure,0.1
M18665,36.5,No Failure,0.04
M18666,44,Heat Dissipation Failure,0.16
M18667,35.5,No Failure,0.07
M18668,24.5,No Failure,0.01
L50989,56.6,No Failure,0.07
M18670,38.1,No Failure,0.07
M18671,30.3,No Failure,0.13
L50992,50,No Failure,0
L50993,44.9,No Failure,0.04
M18674,59.1,Heat Dissipation Failure,0.08
L50995,24.9,No Failure,0.03
L50996,47.6,No Failure,0.05
M18677,52,No Failure,0.1
L50998,42.8,No Failure,0
L50999,36.4,No Failure,0
L51000,41.4,No Failure,0.03
L51001,33.5,No Failure,0.07
M18682,44.2,No Failure,0.01
M18683,36.1,No Failure,0
L51004,30.3,No Failure,0.04
H33239,48.9,No Failure,0.03
H33240,43.8,No Failure,0.04
M18687,41.6,No Failure,0
M18688,27.8,No Failure,0.04
H33243,48.4,Heat Dissipation Failure,0.07
L51010,22.7,No Failure,0.04
M18691,29.7,No Failure,0.05
M18692,43.5,No Failure,0.39
M18693,36.6,No Failure,0.03
M18694,57.1,No Failure,0.04
M18695,43.1,No Failure,0.03
L51016,43.9,No Failure,0.04
L51017,47.9,No Failure,0.05
L51018,24.5,No Failure,0.07
M18699,33.5,No Failure,0.02
L51020,33.1,No Failure,0.04
L51021,42.8,No Failure,0.04
L51022,40.1,No Failure,0.06
L51023,60.1,No Failure,0.03
L51024,45.9,No Failure,0.01
L51025,32.7,No Failure,0.03
L51026,47.2,No Failure,0.02
M18707,45.7,No Failure,0.03
L51028,28.1,No Failure,0.06
L51029,37.2,No Failure,0.05
M18710,41.3,No Failure,0.1
H33265,48.4,No Failure,0.11
L51032,19.7,No Failure,0.03
L51033,40.4,No Failure,0.09
L51034,67.6,Power Failure,0.04
H33269,32.3,No Failure,0
M18716,58.6,No Failure,0.06
H33271,40.8,No Failure,0.04
L51038,37.6,No Failure,0.07
L51039,37,No Failure,0.02
L51040,38.9,No Failure,0.01
M18721,41.1,No Failure,0.04
H33276,43.8,No Failure,0.04
L51043,27,No Failure,0.07
M18724,31.7,No Failure,0.03
H33279,34.4,Tool Wear Failure,0
L51046,53.2,No Failure,0.07
M18727,9.7,Power Failure,0.01
M18728,29.9,No Failure,0.01
L51049,45.2,No Failure,0.04
L51050,46.1,No Failure,0.03
M18731,30,No Failure,0
L51052,46.5,No Failure,0.05
L51053,35.1,No Failure,0.02
L51054,54.1,No Failure,0.03
L51055,50.1,No Failure,0.07
L51056,31.8,No Failure,0.04
H33291,48.3,No Failure,0.03
L51058,27.1,No Failure,0.06
M18739,51.7,No Failure,0.04
L51060,29.5,No Failure,0.01
L51061,44.1,No Failure,0.07
L51062,43.7,No Failure,0.04
M18743,40.1,No Failure,0.05
H33298,36,No Failure,0.09
L51065,29.2,No Failure,0.03
L51066,50.5,No Failure,0.04
L51067,50.5,No Failure,0.07
L51068,22.9,No Failure,0.04
L51069,52,No Failure,0.04
L51070,53.5,No Failure,0.12
L51071,47,No Failure,0.05
M18752,53.3,No Failure,0.09
L51073,40.6,No Failure,0.05
M18754,42.7,No Failure,0.05
M18755,40,No Failure,0
M18756,33.2,No Failure,0.01
M18757,32.8,No Failure,0
M18758,36.8,No Failure,0.07
M18759,28.7,No Failure,0.03
M18760,51.6,No Failure,0.04
H33315,34.1,No Failure,0.04
L51082,34.6,No Failure,0.03
H33317,39.6,No Failure,0.02
H33318,50.6,No Failure,0.01
M18765,34.9,No Failure,0.04
L51086,62.5,No Failure,0.01
M18767,23.9,No Failure,0
L51088,36.4,No Failure,0.02
H33323,30.3,No Failure,0.04
L51090,26.9,No Failure,0.05
M18771,50.8,No Failure,0.08
L51092,40.4,No Failure,0.04
M18773,29.6,No Failure,0.09
L51094,35.1,No Failure,0.02
L51095,29.5,No Failure,0.03
L51096,37,No Failure,0.01
L51097,34.1,No Failure,0.04
M18778,52.7,No Failure,0.04
H33333,32.3,No Failure,0.09
L51100,27.5,No Failure,0.04
L51101,41.4,No Failure,0.15
M18782,29.5,No Failure,0.05
M18783,31.2,No Failure,0.02
M18784,35,No Failure,0.04
L51105,29.6,No Failure,0.07
L51106,36,No Failure,0.12
H33341,35,No Failure,0.04
L51108,59.8,Power Failure,0.03
M18789,38.8,No Failure,0.02
M18790,19.2,No Failure,0.06
M18791,25.1,No Failure,0
L51112,22.4,No Failure,0.04
L51113,34.7,No Failure,0.08
M18794,39,No Failure,0.09
M18795,68.2,Overstrain Failure,0.01
L51116,18.8,No Failure,0.06
L51117,26.4,No Failure,0.04
L51118,32.4,No Failure,0.02
L51119,54,No Failure,0.06
L51120,54.2,No Failure,0.01
L51121,19.9,No Failure,0.06
M18802,47.2,No Failure,0.05
L51123,66.7,Power Failure,0.09
L51124,49.4,No Failure,0.06
L51125,36.1,No Failure,0.06
M18806,31,No Failure,0.03
H33361,29.2,No Failure,0.01
M18808,37.1,No Failure,0.06
L51129,50.8,No Failure,0.04
L51130,37.2,No Failure,0.07
M18811,32.7,No Failure,0.06
L51132,37.3,No Failure,0.05
M18813,39.5,No Failure,0.01
M18814,23.2,No Failure,0.04
L51135,49.6,No Failure,0.07
M18816,40.2,No Failure,0.07
L51137,44.9,No Failure,0.02
L51138,55.5,No Failure,0.05
M18819,37.4,No Failure,0
L51140,48.1,No Failure,0.02
M18821,32.1,No Failure,0.01
L51142,24.8,No Failure,0.03
H33377,38.2,No Failure,0.06
M18824,33.2,No Failure,0.06
L51145,37.5,No Failure,0.06
L51146,37.8,No Failure,0.01
M18827,45.6,No Failure,0.06
M18828,41.3,No Failure,0.06
L51149,38.7,No Failure,0.04
M18830,47.6,No Failure,0.04
H33385,35.4,No Failure,0.04
L51152,34.7,No Failure,0.04
L51153,41.8,No Failure,0.02
L51154,37.9,No Failure,0.05
H33389,43.7,No Failure,0.04
H33390,46,No Failure,0.01
M18837,36.6,No Failure,0.04
L51158,46.4,No Failure,0.06
L51159,41.8,No Failure,0.01
M18840,47,No Failure,0.02
M18841,21.9,No Failure,0
L51162,48.6,No Failure,0.05
L51163,46.9,No Failure,0.04
L51164,32.8,No Failure,0.04
L51165,50.3,No Failure,0.03
M18846,29.8,No Failure,0.02
M18847,43.1,No Failure,0.03
L51168,40.2,No Failure,0.13
L51169,32.8,No Failure,0.06
H33404,28.2,No Failure,0.08
L51171,34.4,No Failure,0.06
L51172,34.1,No Failure,0.04
L51173,47.8,No Failure,0.07
L51174,40.3,No Failure,0.03
L51175,31.6,No Failure,0.04
M18856,33.1,No Failure,0.04
L51177,53.7,No Failure,0.03
L51178,35.1,No Failure,0.05
L51179,45.9,No Failure,0.05
L51180,50.3,No Failure,0.01
H33415,37.9,No Failure,0.06
L51182,59.2,Power Failure,0
L51183,39.3,No Failure,0.03
L51184,55.7,No Failure,0.06
M18865,48.8,No Failure,0.01
L51186,45,No Failure,0
L51187,50.8,No Failure,0.03
M18868,41.9,No Failure,0.07
L51189,36,No Failure,0.07
M18870,37.6,No Failure,0.08
L51191,52.1,No Failure,0.06
M18872,52.8,No Failure,0.04
M18873,34,No Failure,0.01
L51194,30.8,No Failure,0.06
L51195,41.4,No Failure,0.01
L51196,30.3,No Failure,0.01
L51197,23.4,No Failure,0.03
M18878,23.1,No Failure,0.04
M18879,45.3,No Failure,0.04
L51200,49.5,No Failure,0.03
H33435,42.5,No Failure,0.04
L51202,30.7,No Failure,0.04
L51203,50,No Failure,0.01
M18884,60.3,Overstrain Failure,0.08
H33439,26.1,No Failure,0.01
M18886,34.1,No Failure,0
L51207,37.8,No Failure,0.11
L51208,43.2,No Failure,0.07
H33443,29,No Failure,0.05
L51210,17.3,No Failure,0.04
L51211,42.7,No Failure,0.01
L51212,50.3,Overstrain Failure,0.03
L51213,27.1,No Failure,0.01
L51214,29,Tool Wear Failure,0.02
L51215,36.6,No Failure,0.03
L51216,49.1,No Failure,0.04
M18897,35.2,No Failure,0.01
L51218,34.4,No Failure,0.03
L51219,39.3,No Failure,0.06
L51220,27.4,No Failure,0
L51221,34.2,No Failure,0
L51222,39,No Failure,0.02
M18903,46.3,No Failure,0.05
M18904,47.7,No Failure,0.03
M18905,20.9,No Failure,0.03
M18906,46.2,No Failure,0.05
L51227,46,No Failure,0.03
L51228,12.1,Power Failure,0.07
L51229,41.2,No Failure,0.04
L51230,46.6,No Failure,0
L51231,46.4,No Failure,0.07
M18912,39.2,No Failure,0.06
M18913,16.1,No Failure,0.33
M18914,43.6,No Failure,0.06
L51235,22.7,No Failure,0.04
L51236,36.9,No Failure,0.04
L51237,38.6,No Failure,0
M18918,47.2,No Failure,0.05
L51239,44.3,No Failure,0.03
M18920,55.5,No Failure,0.22
L51241,21.7,No Failure,0.02
L51242,44,No Failure,0.03
L51243,19.7,No Failure,0.01
L51244,47.1,No Failure,0.06
M18925,37.6,No Failure,0.08
M18926,47,No Failure,0.02
L51247,51,No Failure,0.03
L51248,48.8,No Failure,0.03
M18929,47.9,No Failure,0.06
L51250,58.1,No Failure,0.04
L51251,68.6,Power Failure,0
L51252,33.4,No Failure,0.03
M18933,46.5,No Failure,0.02
L51254,42.7,No Failure,0
L51255,38.9,No Failure,0.04
M18936,37.4,No Failure,0.03
L51257,39.8,No Failure,0.07
H33492,62.4,Heat Dissipation Failure,0.04
L51259,22,No Failure,0.04
L51260,58,Heat Dissipation Failure,0.08
L51261,58.2,Heat Dissipation Failure,0.11
L51262,39.2,No Failure,0.04
M18943,36.4,No Failure,0.04
L51264,35.6,No Failure,0
H33499,23.6,No Failure,0.07
L51266,36.1,No Failure,0.09
L51267,54.9,Heat Dissipation Failure,0.02
L51268,42.4,No Failure,0.01
M18949,40.3,No Failure,0.06
L51270,15.8,No Failure,0.04
M18951,32.9,No Failure,0.03
H33506,24.4,No Failure,0.01
M18953,32.1,No Failure,0.03
L51274,30.9,No Failure,0.02
H33509,43.2,No Failure,0.05
L51276,51.7,Heat Dissipation Failure,0.01
L51277,34.1,No Failure,0
L51278,29.6,No Failure,0.05
L51279,47.2,No Failure,0.05
L51280,23.2,No Failure,0.05
L51281,23.4,No Failure,0.06
L51282,46.6,No Failure,0.07
L51283,43.4,No Failure,0.03
L51284,49.6,No Failure,0.04
L51285,35.2,No Failure,0.04
L51286,51.1,No Failure,0.03
L51287,27.1,No Failure,0.04
L51288,21.8,No Failure,0.1
M18969,47.8,No Failure,0.03
L51290,46.7,No Failure,0.05
M18971,41,No Failure,0.12
H33526,39.7,No Failure,0.06
L51293,55.3,No Failure,0.03
L51294,53.1,No Failure,0
H33529,54.7,No Failure,0.06
M18976,58.4,No Failure,0.07
L51297,55.7,Overstrain Failure,0.06
L51298,47.7,No Failure,0.04
L51299,45.1,Heat Dissipation Failure,0
M18980,46.3,Heat Dissipation Failure,0.03
M18981,47.8,Heat Dissipation Failure,0.05
L51302,43.6,No Failure,0.05
M18983,38.9,No Failure,0.06
L51304,53.6,No Failure,0.05
L51305,40,No Failure,0.04
M18986,34.3,No Failure,0.05
H33541,43.2,No Failure,0.03
L51308,24.8,No Failure,0.02
M18989,32.7,No Failure,0.03
L51310,62.8,Heat Dissipation Failure,0.04
L51311,46.3,No Failure,0.01
M18992,52.5,No Failure,0.02
L51313,27.3,No Failure,0.06
L51314,28.8,No Failure,0.02
M18995,26.7,No Failure,0.04
L51316,48,No Failure,0.02
L51317,50.5,No Failure,0
L51318,57.4,Heat Dissipation Failure,0.24
H33553,30.8,No Failure,0
L51320,61.2,Heat Dissipation Failure,0.01
H33555,38.3,No Failure,0.04
L51322,50.2,No Failure,0.06
L51323,39.6,No Failure,0.04
L51324,28,No Failure,0.06
M19005,46.5,No Failure,0
L51326,41.4,No Failure,0.04
L51327,44,No Failure,0.01
L51328,21.3,No Failure,0.03
L51329,37.6,No Failure,0
L51330,34.8,No Failure,0.03
M19011,48,Heat Dissipation Failure,0
M19012,44.7,No Failure,0.07
M19013,55.6,Heat Dissipation Failure,0.05
M19014,26.3,No Failure,0.06
L51335,44.4,Heat Dissipation Failure,0.03
M19016,25.1,No Failure,0.06
L51337,60.6,Heat Dissipation Failure,0.05
L51338,21.5,No Failure,0.04
M19019,32.9,No Failure,0.04
M19020,33.1,No Failure,0
H33575,32.4,No Failure,0.03
L51342,29.8,No Failure,0.04
L51343,30.9,No Failure,0.08
L51344,47.5,Heat Dissipation Failure,0.08
M19025,40.4,No Failure,0.03
H33580,48.7,No Failure,0.06
M19027,33.9,No Failure,0.06
L51348,30.5,No Failure,0.04
L51349,36,No Failure,0.04
M19030,51.5,Heat Dissipation Failure,0
M19031,23.7,No Failure,0.01
L51352,50,No Failure,0.04
M19033,49.2,Heat Dissipation Failure,0.04
